岐阜県不破郡垂井町	栗原
滋賀県高島市	新旭町藁園
奈良県大和郡山市	朝日町
愛知県碧南市	城山町
鹿児島県大島郡喜界町	中里
福岡県筑紫野市	二日市南
秋田県大館市	長根山下
茨城県水戸市	米沢町
千葉県山武市	松尾町下野
富山県中新川郡立山町	谷口
三重県亀山市	関町木崎
京都府舞鶴市	滝ケ宇呂
福島県岩瀬郡鏡石町	岡ノ内
北海道伊達市	旭町
東京都府中市	是政
岩手県奥州市	衣川区外の沢
宮城県石巻市	桃生町樫崎
京都府京都市山科区	大塚檀ノ浦
鳥取県倉吉市	上大立
新潟県魚沼市	湯之谷芋川
北海道紋別郡湧別町	中湧別東町
奈良県高市郡明日香村	川原
広島県広島市佐伯区	城山
香川県高松市	西町
埼玉県飯能市	上長沢
広島県安芸高田市	甲田町上甲立
岐阜県下呂市	金山町大船渡
長崎県長崎市	丸尾町
滋賀県長浜市	湖北今町
大分県中津市	山下
広島県広島市佐伯区	楽々園
福島県南会津郡只見町	叶津
群馬県甘楽郡甘楽町	上野
千葉県富津市	竹岡
北海道虻田郡倶知安町	北四条西
東京都荒川区	南千住
三重県多気郡大台町	下三瀬
宮崎県宮崎市	大瀬町
茨城県土浦市	乙戸南
富山県高岡市	戸出放寺新
北海道函館市	豊崎町
京都府京都市伏見区	深草願成町
福岡県北九州市門司区	大積
秋田県大館市	清水
秋田県横手市	大森町西野
宮城県仙台市泉区	寺岡
徳島県吉野川市	山川町赤岩
福岡県遠賀郡水巻町	美吉野
和歌山県有田市	宮崎町
岩手県盛岡市	土淵
北海道美唄市	南）
新潟県新潟市東区	物見山
岐阜県岐阜市	長良若葉町
愛媛県西条市	丹原町高松
福島県二本松市	上葉木坂
岐阜県可児市	愛岐ケ丘
北海道札幌市手稲区	曙二条
島根県松江市	美保関町片江
青森県弘前市	清原
福島県伊達市	梁川町山城舘
富山県富山市	八尾町武道原
福井県大野市	新町
北海道釧路郡釧路町	睦
千葉県茂原市	道表
愛知県岡崎市	竜美中
山口県下関市	椋野上町
東京都東久留米市	野火止
岡山県久米郡美咲町	中垪和
埼玉県行田市	斎条
千葉県市原市	平蔵
岐阜県岐阜市	大学北
奈良県吉野郡下北山村	下池原
大分県津久見市	門前町
福島県白河市	新道
福島県いわき市	金山町
石川県小松市	古府町
岡山県倉敷市	児島下の町
千葉県長生郡長南町	給田
福岡県福岡市博多区	博多駅東
京都府京都市下京区	深草町
北海道増毛郡増毛町	雄冬
大阪府堺市堺区	八千代通
新潟県糸魚川市	上野山
兵庫県西宮市	松園町
鳥取県西伯郡大山町	長田
佐賀県唐津市	北波多稗田
埼玉県北足立郡伊奈町	小針内宿
岡山県倉敷市	石見町
福井県丹生郡越前町	中
福井県三方上中郡若狭町	三生野
大分県佐伯市	駅前
北海道標津郡中標津町	西十二条南
富山県富山市	婦中町添島
愛知県常滑市	泉町
岐阜県不破郡垂井町	市之尾
千葉県香取郡多古町	井戸山
兵庫県神崎郡市川町	西川辺
広島県広島市安佐北区	大林町
栃木県鹿沼市	みなみ町
三重県度会郡度会町	田口
兵庫県揖保郡太子町	岩見構
京都府船井郡京丹波町	小野
新潟県佐渡市	安養寺
山口県宇部市	野中
富山県滑川市	東福寺開
長野県小県郡長和町	和田
高知県香美市	物部町頓定
福井県鯖江市	神明町
山形県鶴岡市	水沢
茨城県猿島郡境町	境町の次に番地がくる場合
愛知県一宮市	水附町
富山県富山市	珠泉東町
北海道虻田郡留寿都村	西ノ原
千葉県野田市	古布内
富山県富山市	大山上野
京都府京都市左京区	一乗寺南大丸町
熊本県熊本市北区	徳王町
神奈川県南足柄市	沼田
新潟県柏崎市	寿町
岩手県盛岡市	館向町
京都府京都市中京区	町通押小路東入
京都府京都市伏見区	墨染町
愛媛県松山市	浄瑠璃町
山形県東置賜郡高畠町	船橋
京都府京都市中京区	菊屋町
山形県米沢市	春日
茨城県つくば市	沼崎
富山県富山市	長柄町
神奈川県川崎市川崎区	桜本
富山県下新川郡朝日町	西町
福岡県北九州市小倉北区	足立
石川県小松市	大川町
北海道空知郡上富良野町	富町
秋田県秋田市	旭北錦町
長崎県壱岐市	郷ノ浦町志原西触
静岡県沼津市	下河原町
愛知県名古屋市西区	康生通
愛知県豊川市	御津町広石祓田
京都府京都市中京区	六角通麩屋町西入
秋田県能代市	下野
愛知県稲沢市	子生和溝師町
福岡県福岡市博多区	豊
京都府京都市上京区	南門前町
山形県尾花沢市	六沢
兵庫県姫路市	網干区垣内本町
埼玉県久喜市	栗橋
大阪府吹田市	藤が丘町
鳥取県東伯郡湯梨浜町	方地
茨城県下妻市	筑波島
大阪府松原市	北新町
宮城県登米市	米山町待井下
滋賀県近江八幡市	船木町
和歌山県東牟婁郡古座川町	明神
新潟県柏崎市	下大新田
岐阜県岐阜市	幸ノ町
兵庫県姫路市	八木町
兵庫県美方郡香美町	村岡区原
石川県金沢市	四十万
北海道天塩郡遠別町	北浜
沖縄県宜野湾市	喜友名
高知県高岡郡越知町	越知甲
長野県駒ヶ根市	２４１９
福島県郡山市	谷島町
長崎県長崎市	城栄町
熊本県葦北郡芦北町	吉尾
富山県砺波市	宮村
長野県長野市	富田
島根県雲南市	三刀屋町粟谷
神奈川県川崎市高津区	末長
広島県庄原市	尾引町
青森県八戸市	十日市
高知県高知市	三園町
滋賀県草津市	木川町
京都府京丹後市	久美浜町大向
愛知県蒲郡市	宝町
和歌山県和歌山市	西高松
茨城県土浦市	田土部
福島県岩瀬郡鏡石町	河原
神奈川県横浜市保土ケ谷区	川島町
三重県亀山市	安坂山町
京都府京丹後市	峰山町光明寺
岡山県赤磐市	日古木
三重県鈴鹿市	北長太町
栃木県日光市	矢野口
岩手県盛岡市	向中野
和歌山県田辺市	本宮町土河屋
北海道滝川市	二の坂町東
大阪府門真市	栄町
兵庫県篠山市	今谷
奈良県奈良市	上三条町
山口県山陽小野田市	西住吉町
千葉県旭市	倉橋
北海道札幌市中央区	北十一条西
青森県上北郡おいらせ町	土取
広島県広島市東区	牛田東
愛知県知立市	本町
愛知県名古屋市中川区	島井町
新潟県新潟市西区	松美台
大阪府富田林市	錦織南
熊本県玉名郡南関町	長山
富山県富山市	岩瀬諏訪町
茨城県常陸大宮市	中居
神奈川県平塚市	桃浜町
神奈川県横浜市港南区	日野南
広島県広島市中区	舟入幸町
青森県西津軽郡鰺ヶ沢町	赤石町
京都府京都市右京区	山越乾町
徳島県美馬郡つるぎ町	下喜来）
石川県野々市市	菅原町
北海道苫前郡羽幌町	南一条
宮城県気仙沼市	本吉町山谷
千葉県富津市	大田和
三重県津市	一身田中野
和歌山県和歌山市	元寺町北ノ丁
徳島県阿波市	阿波町平川原北
北海道雨竜郡幌加内町	新成生
北海道河西郡芽室町	常盤
福岡県福岡市博多区	中洲
埼玉県深谷市	江原
京都府京都市伏見区	醍醐連蔵
兵庫県小野市	河合西町
和歌山県西牟婁郡上富田町	岡
新潟県新潟市秋葉区	あおば通
山梨県甲府市	中小河原町
沖縄県糸満市	福地
福井県越前市	朽飯町
埼玉県熊谷市	宮本町
広島県三原市	西宮
青森県五所川原市	戸沢
茨城県日立市	神峰町
新潟県上越市	中郷区藤沢
福井県鯖江市	上鯖江
広島県山県郡北広島町	宮地
山形県鶴岡市	三瀬
愛知県岡崎市	東阿知和町
宮城県登米市	南方町東川前
秋田県山本郡八峰町	峰浜小手萩
滋賀県長浜市	余呉町東野
富山県魚津市	吉野
北海道広尾郡広尾町	丸山通南
埼玉県久喜市	久喜新
石川県輪島市	門前町小山
静岡県浜松市東区	安間町
千葉県柏市	布瀬
京都府京都市右京区	嵯峨水尾大岩
岡山県倉敷市	大内
北海道札幌市手稲区	星置南
北海道苫前郡苫前町	豊浦
岐阜県岐阜市	上尻毛八幡
愛知県犬山市	中山町
静岡県賀茂郡東伊豆町	稲取
京都府京都市中京区	東洞院通御池上る
広島県広島市佐伯区	八幡東
徳島県阿波市	市場町八幡
岡山県高梁市	松山
岐阜県安八郡安八町	芝原
徳島県鳴門市	北灘町碁浦
茨城県下妻市	柳原
滋賀県守山市	梅田町
京都府京都市上京区	出水通堀川西入）
富山県富山市	八町
京都府京丹後市	大宮町河辺
福島県須賀川市	台
岐阜県岐阜市	安宅町
福島県喜多方市	御清水
愛知県長久手市	岩作北山
兵庫県西宮市	西波止町
徳島県阿波市	阿波町三本柳
山口県周南市	沖見町
神奈川県横浜市神奈川区	神奈川本町
福島県須賀川市	上人坦
北海道千歳市	柏台
奈良県五條市	滝町
長野県飯山市	豊田
岡山県津山市	西下
北海道夕張郡長沼町	東１３線南
青森県上北郡おいらせ町	下明堂
熊本県熊本市中央区	北千反畑町
福島県白河市	手代町
高知県高知市	宮前町
三重県桑名郡木曽岬町	富田子
福井県大飯郡おおい町	尾内
愛知県豊橋市	東光町
福井県福井市	中山町
京都府京都市山科区	御陵鳥ノ向町
広島県府中市	桜が丘
福岡県久留米市	草野町紅桃林
群馬県沼田市	上原町
愛知県碧南市	神田町
京都府京都市右京区	山越巽町
千葉県市原市	山小川
神奈川県愛甲郡愛川町	棚沢
岐阜県可児市	羽崎
三重県鈴鹿市	秋永町
島根県出雲市	常松町
岩手県二戸市	浄法寺町漆沢大久保
富山県砺波市	庄川町示野
大阪府茨木市	真砂
岩手県遠野市	青笹町糠前
和歌山県橋本市	高野口町伏原
福岡県糸島市	志摩井田原
岡山県久米郡久米南町	宮地
愛知県岡崎市	上六名町
広島県安芸郡海田町	中店
長崎県大村市	宮小路
山口県岩国市	美和町瀬戸ノ内
新潟県新発田市	金津
愛知県稲沢市	平江向町
茨城県つくばみらい市	谷口
広島県庄原市	西城町平子
岐阜県郡上市	八幡町入間
静岡県静岡市葵区	立石
広島県呉市	川尻町小畑
栃木県那須塩原市	東栄
福島県白河市	大信中新城
千葉県印西市	結縁寺
埼玉県八潮市	大瀬
福岡県遠賀郡水巻町	下二東
鳥取県鳥取市	河原町中井
東京都板橋区	若木
静岡県島田市	金谷扇町
奈良県奈良市	５２７６−４
山口県山陽小野田市	中村
東京都江戸川区	下篠崎町
京都府京都市山科区	椥辻西潰
大阪府大阪市住之江区	泉
福岡県朝倉市	中
香川県丸亀市	瓦町
千葉県館山市	長須賀
兵庫県南あわじ市	松帆西路
青森県上北郡六戸町	内山
愛知県名古屋市瑞穂区	弥富ケ丘町
北海道様似郡様似町	錦町
新潟県長岡市	与板町岩方
山梨県山梨市	鴨居寺
大阪府富田林市	中野
京都府八幡市	八幡五反田
北海道空知郡南幌町	北町
兵庫県丹波市	青垣町惣持
岡山県岡山市北区	丸の内
福井県丹生郡越前町	大谷寺
北海道札幌市北区	あいの里三条
愛知県名古屋市守山区	西城
北海道旭川市	東光６条
愛知県名古屋市守山区	翠松園
静岡県下田市	五丁目
岡山県岡山市北区	御津石上
富山県魚津市	舛田
福島県福島市	上名倉
茨城県常総市	大沢
徳島県三好市	井川町井内東
富山県高岡市	上麻生
徳島県三好市	池田町イケミナミ
福島県いわき市	草木台
大阪府貝塚市	東
茨城県つくば市	松塚
京都府京都市中京区	伊勢屋町
長崎県松浦市	御厨町田原免
北海道釧路郡釧路町	桂
富山県富山市	晴海台
栃木県小山市	雨ケ谷
青森県五所川原市	東町
岡山県津山市	高野山西
岩手県宮古市	老木
北海道上川郡鷹栖町	北野西四条
兵庫県川辺郡猪名川町	清水
千葉県夷隅郡大多喜町	横山
京都府京都市中京区	高宮町
山口県萩市	高佐上
富山県富山市	割山
京都府京都市下京区	和気町
滋賀県長浜市	木之本町田居
京都府京都市伏見区	醍醐東大路町
三重県松阪市	八重田町
三重県鈴鹿市	桜島町
京都府京都市左京区	鹿ケ谷大黒谷町
佐賀県武雄市	橘町永島
新潟県新潟市中央区	寺裏通
愛知県豊川市	穂ノ原
福岡県朝倉郡筑前町	上高場
北海道稚内市	宗谷村
愛知県半田市	中村町
福島県西白河郡矢吹町	牡丹平
新潟県糸魚川市	徳合
大阪府大阪市中央区	船越町
東京都西東京市	緑町
福岡県北九州市八幡西区	高江
愛知県一宮市	平島
宮城県伊具郡丸森町	深田下
北海道夕張郡由仁町	新光
宮城県石巻市	相野谷
岡山県岡山市北区	高野
愛知県小牧市	下小針中島
宮城県気仙沼市	栄町
大分県豊後大野市	大野町矢田
鳥取県八頭郡八頭町	下津黒
新潟県村上市	菅沼
福岡県北九州市門司区	春日町
静岡県焼津市	保福島
長崎県対馬市	厳原町東里
京都府京都市中京区	松浦町
大阪府東大阪市	御幸町
兵庫県神戸市長田区	高取山町
千葉県山武郡芝山町	上吹入
埼玉県川越市	野田
秋田県雄勝郡羽後町	中仙道
山形県村山市	土生田
千葉県富里市	十倉
石川県白山市	東二番町
宮城県仙台市太白区	秋保町馬場
栃木県さくら市	馬場
京都府京都市東山区	渋谷通東大路東入
大分県中津市	南新地
新潟県三条市	楢山
千葉県富津市	田倉
岐阜県飛騨市	宮川町林
宮城県大崎市	古川南新町
秋田県大館市	釈迦内
山形県西村山郡大江町	堂屋敷
奈良県御所市	下茶屋
山口県下関市	東向山町
千葉県千葉市花見川区	横戸町
鹿児島県薩摩郡さつま町	鶴田
岐阜県大垣市	枝郷
鳥取県八頭郡若桜町	岸野
福岡県豊前市	大河内
富山県富山市	婦中町上田島
京都府京都市中京区	大日町
富山県富山市	双代町
宮崎県都城市	丸谷町
茨城県筑西市	掉ケ島
岡山県苫田郡鏡野町	真経
東京都新島村	本村
